Pattern;p
107890688;3.17887e-07
134106496;5.28388e-07
132382500;3.1257e-06
42025344;3.91758e-07
113180415;1.76394e-07
8142846;3.95303e-07
76695696;4.62879e-07
23199015;5.45339e-10
119783840;9.86609e-08
33794;3.54311e-07
523780;2.16627e-06
117515519;4.2491e-09
4816896;4.07209e-07
11983725;1.5933e-07
147892;1.24241e-05
114295232;1.12008e-06
38348443;2.36904e-07
3410436;2.89621e-07
64859863;3.90395e-07
33340935;4.62675e-07
133431292;6.32752e-06
116352947;1.17234e-06
63037918;1.75417e-08
124218879;1.19002e-06
263161;5.0203e-07
150011;5.86787e-06
346276;3.47654e-08
133167606;3.75466e-07
14938207;1.33835e-08
117542984;5.06393e-07
76693577;5.72174e-07
1310464;2.03346e-06
50434072;2.86917e-07
37312;5.09631e-06
113920064;1.25337e-07
14692380;1.50764e-07
50581992;1.25314e-07
117429834;5.90784e-10
35721865;4.07505e-07
9981479;6.19896e-06
24968827;2.11637e-07
124780255;1.92571e-06
155648;1.68682e-05
19137024;3.03363e-05
95600992;1.08591e-07
40633856;3.54289e-07
1273124;6.3123e-07
52952639;1.10786e-06
1044928;5.23775e-07
117180489;3.98734e-07
131333439;2.93188e-07
75511296;7.16803e-07
257524;8.75837e-07
96459517;4.15367e-08
38347044;2.15704e-07
10262527;3.26272e-07
20401;2.83349e-08
19272271;3.31748e-09
81475507;1.15657e-08
12599352;2.29679e-07
1839007;1.21224e-07
133950592;5.96465e-08
116914684;3.17342e-07
118256067;4.63993e-08
851551;1.31722e-07
72876242;1.22701e-09
16879705;2.66421e-07
67174409;1.59444e-07
115034112;4.99151e-06
133423536;5.10187e-07
31424511;1.64886e-06
17114258;6.58497e-08
133969663;6.76516e-07
134151551;4.03346e-07
68290576;7.61657e-08
93505755;6.38047e-08
117702219;7.95354e-07
33753;3.00595e-07
125761403;1.79326e-07
32256512;1.07795e-07
115232004;2.33178e-07
79839232;1.65133e-06
86507503;5.04666e-08
133166886;3.58492e-07
14712768;4.36589e-07
67333375;3.71899e-07
116240968;2.53787e-07
76752025;3.66059e-08
6303770;7.79608e-07
1902144;3.32202e-08
125829047;2.60238e-06
1904263;1.09745e-06
118517816;2.11387e-07
8355840;3.50015e-06
132115975;3.78284e-07
129235453;6.68472e-07
125344;1.12703e-07
85430208;6.36229e-09
76550802;9.61842e-08
105419336;4.1014e-08
12582400;3.36008e-06
86319176;2.12909e-08
51384319;2.02571e-07
3677184;6.34116e-07
133161969;2.04616e-07
30252238;5.97601e-09
63144711;1.01342e-08
229339;1.93784e-06
133169005;8.25939e-07
77135487;9.09807e-08
8405092;2.21294e-07
69177286;7.06896e-08
74333983;2.85599e-07
132342052;2.37472e-07
104734479;5.05461e-07
57671384;4.31136e-07
124779535;3.86055e-08
131059655;1.76349e-07
71026204;1.52241e-09
20823991;1.81325e-07
14905784;5.22958e-07
7912449;7.20302e-09
53591001;6.00327e-08
692;4.62493e-07
76807716;1.08586e-06
2097279;5.35296e-07
7587384;6.22595e-09
134184735;6.69427e-07
132935172;4.01392e-07
2899483;3.10139e-07
123448788;1.63102e-07
163896;3.26999e-07
66878979;1.66078e-06
109051910;1.20793e-06
66843120;2.65898e-07
14683904;4.07141e-07
119505403;1.74418e-07
67108843;4.09981e-07
109057547;1.83438e-07
134215718;7.38571e-07
65538;3.95075e-06
56885248;0.000146611
3997199;4.21434e-07
127897588;2.39722e-08
97920;7.86424e-08
115343304;7.74654e-07
125754367;2.50038e-07
117407327;5.42771e-07
67118080;1.33915e-06
50331968;5.68402e-07
114458623;7.44729e-07
67322288;2.79479e-06
261721;2.66846e-06
3939840;1.14565e-05
75645144;1.57989e-07
128288765;2.49947e-10
2228288;5.75174e-07
7880067;1.14521e-08
2589120;6.99988e-07
29872071;1.06568e-08
62495982;5.16254e-08
68092912;7.90742e-08
102632975;2.2293e-07
127651310;6.77311e-07
14814913;6.90763e-09
24944201;3.35747e-07
168813;5.37386e-08
51220167;4.45542e-07
99596287;2.46198e-07
127848295;5.82877e-07
134213599;6.64348e-06
1837567;5.36705e-06
117497929;2.13591e-09
19775158;4.76717e-08
57596704;3.20841e-08
131329242;6.13052e-08
53860588;6.18278e-08
393204;3.06435e-07
17036224;2.44994e-07
2458111;6.32071e-07
119337528;3.97189e-08
85003751;2.27225e-10
126090755;7.2237e-07
237054;4.17639e-08
68403708;1.28018e-07
133423103;1.62595e-06
117571087;1.91505e-07
114299903;6.30503e-07
69514622;2.49947e-10
131063;1.03837e-06
7927838;2.05411e-08
83070524;7.63475e-09
114454016;2.24725e-07
52428872;1.28118e-06
67239975;3.91644e-07
38875;7.17916e-07
233536;3.5452e-06
133168636;2.41715e-06
136;1.56053e-05
70979463;3.66968e-08
68141567;1.7135e-07
65269760;7.92469e-07
114556489;1.512e-06
133162999;5.98714e-07
31604175;7.83925e-09
33592832;2.80872e-07
76693536;1.28591e-06
132378672;5.38023e-07
16368;1.16873e-06
1868281;3.89372e-07
261680;2.23294e-06
83849214;2.79123e-07
58720217;7.86061e-07
111144446;3.14865e-07
130802162;1.75486e-07
67897344;7.79653e-07
9718308;1.22901e-06
67125280;7.829e-06
81526527;2.04454e-06
2208128;1.03092e-07
1535;2.23679e-05
33704009;1.29904e-07
2097671;5.16095e-07
118473276;8.74815e-09
77107712;2.2361e-06
1839048;1.04496e-06
2473910;2.47448e-07
16811072;6.47363e-07
88055787;2.3086e-08
16775131;5.44385e-07
133430777;8.1001e-07
13372423;6.026e-08
134217363;2.76869e-06
1049084;2.06272e-06
114442742;1.11386e-07
56622592;2.8035e-07
62881727;1.64647e-07
117075236;2.40972e-07
3695;3.5188e-07
19398199;7.85947e-07
67364955;1.12681e-07
110231972;3.67854e-07
78826341;1.98594e-08
131862023;9.33507e-07
18068441;1.08704e-07
1015303;1.29064e-07
131596815;4.07641e-08
33525311;2.79918e-07
262400;3.14702e-05
2103308;1.37832e-06
122414550;5.567e-09
133955140;3.19978e-07
33035776;2.79782e-07
81555391;5.97737e-07
10188731;9.17533e-08
83818910;3.18114e-10
124518401;1.62613e-06
2095552;4.97986e-07
13656064;3.39996e-07
100417055;2.82486e-07
77221687;1.20956e-06
126106864;1.53604e-08
67584511;1.93936e-07
134199773;4.39907e-08
67207675;2.87371e-07
100663807;4.05879e-05
16777250;4.88828e-07
6316320;8.67998e-08
115043823;1.81416e-07
2082879;7.27573e-08
16986931;8.75042e-08
40369883;2.62444e-08
19725824;3.89236e-07
242691;5.21253e-08
76170530;1.20115e-05
134142847;5.54178e-07
2195455;1.09727e-07
246209;1.54967e-07
127127479;7.75518e-08
16383503;1.45878e-08
124250623;6.83719e-07
125567439;3.16751e-08
117408767;3.75693e-07
8095344;2.31087e-08
21495816;4.85806e-08
3938072;1.49968e-09
113377285;2.58809e-08
131858505;3.95825e-07
31514744;1.34312e-07
19161404;3.11298e-09
60485431;2.98346e-08
133908768;1.30931e-06
14892145;8.63454e-10
101910532;3.14842e-07
53346304;3.93871e-07
8544700;1.00661e-07
125825014;2.32951e-07
1212352;2.69693e-07
14385151;4.87336e-06
81565184;3.50744e-07
38535160;7.47342e-08
80899380;3.08367e-07
19152928;3.32021e-07
134168831;1.44106e-06
109313600;6.64064e-07
8396944;2.20908e-07
57671671;2.56525e-06
1986535;5.78059e-08
4727816;2.60558e-07
50597896;1.54763e-07
75608729;1.8178e-09
67372032;8.87744e-07
2125856;3.11025e-07
14511799;7.84129e-07
132355035;3.65332e-07
18369590;9.31621e-08
133992480;4.2541e-07
134020624;1.89028e-07
38614675;2.40926e-07
113714065;1.96822e-07
134085119;3.08751e-06
33293310;1.40425e-07
16520705;1.28025e-06
15743004;4.65242e-07
16760380;1.25882e-08
133120063;4.09686e-08
11294507;1.04751e-07
12599680;3.27522e-07
132150271;2.74078e-07
8650240;8.76846e-06
19974244;3.09139e-07
15728932;7.18712e-08
131792383;2.2627e-07
134199094;9.81588e-07
134216684;1.51727e-06
225060;1.5743e-06
132122127;1.25632e-07
16643835;2.06206e-07
133939710;4.37976e-07
50028928;9.74794e-09
23987188;4.30818e-08
1591348;2.17977e-07
60673735;4.37407e-07
196916;5.15368e-07
76546049;1.07002e-05
76549567;9.20033e-08
130023872;2.91806e-06
125567480;5.61381e-07
19924992;5.48861e-07
134048768;3.42834e-06
33620256;1.10686e-06
16327;3.12229e-07
126079481;3.75193e-07
11010047;1.30738e-06
540960;1.64056e-07
134197695;1.92875e-06
16769535;3.0152e-06
119508511;6.53907e-07
134182903;4.30841e-07
75267711;4.35635e-07
52527107;1.16044e-07
58682959;4.26046e-08
126848796;8.90721e-09
114856959;1.01038e-05
100868530;9.29349e-08
38310547;3.84237e-08
134201213;2.62172e-07
121401863;7.42343e-08
96395227;1.33108e-07
19287332;1.63488e-07
88078335;3.5422e-07
7110171;2.34132e-07
119570436;9.69908e-07
77332185;5.80968e-07
127926247;7.00079e-07
119523303;6.67586e-08
123996607;2.0707e-07
14208;7.86788e-07
78005025;5.12255e-07
5971743;2.7267e-10
14683143;6.05826e-07
134213886;5.18595e-07
86180288;1.62079e-07
24909577;7.74609e-08
117211080;1.47423e-07
60896768;2.24952e-09
109059584;6.22323e-07
177;5.34637e-07
39398692;2.68057e-07
54370265;1.35744e-07
19176155;2.18863e-07
130160395;1.94959e-08
58457087;3.11275e-07
7339520;7.93259e-06
76386340;2.56764e-09
14795719;5.02848e-08
134068208;9.08626e-07
85360960;2.01775e-08
133136254;1.1818e-07
134217404;5.2607e-07
117957119;3.49517e-07
7087623;2.12046e-07
120059391;2.75146e-07
191999;1.16705e-06
117710367;8.56182e-08
119640568;1.696e-07
14679625;7.76767e-07
50528256;1.0443e-05
3654;3.97938e-07
14418212;8.84086e-07
31847417;1.12476e-07
133956580;4.46905e-07
25217124;4.91669e-07
31596419;5.29433e-09
57139200;4.0196e-07
134214606;6.23323e-07
115080484;5.30365e-07
2397913;9.42982e-08
65139143;1.00501e-07
81527288;1.04321e-06
248246;4.50836e-07
69506825;2.15182e-08
5373952;7.13644e-07
133988283;5.3241e-07
24968704;9.70113e-07
56988236;2.15932e-07
67240736;2.36882e-07
217983;7.47569e-09
2105345;4.35158e-07
132624891;8.22394e-07
115015679;2.39836e-06
1867520;7.15121e-07
134180825;1.07843e-06
58425343;3.56902e-07
83820391;7.28937e-08
102919;8.59818e-07
117670352;8.5681e-06
92274174;1.22111e-07
77594367;1.60605e-06
774;3.89917e-07
121110015;4.02392e-07
67332532;1.5235e-06
23855131;2.22407e-07
116353275;6.58951e-10
1601984;7.74086e-07
119304508;1.97231e-08
67174532;2.37245e-07
66961333;1.70873e-08
6566426;7.78699e-08
64994782;7.61203e-08
81755958;3.65718e-07
3414797;1.39402e-07
289824;6.92126e-08
117277120;1.75099e-07
133950943;2.27565e-07
134086436;4.91455e-06
66813887;2.4313e-07
81265024;6.79606e-07
10482616;5.54428e-09
117964793;2.42767e-07
131850111;7.97558e-08
258121;2.5907e-06
117440511;0.00132916
115081204;1.10897e-06
131104;2.09211e-05
52531304;1.27927e-07
132905465;3.53516e-07
129425279;2.93302e-07
12587007;5.97055e-07
95;0.000113534
112417196;4.10599e-06
134206171;3.76489e-07
75600376;8.21644e-08
17006599;8.21917e-07
261639;9.80132e-05
114930240;2.6708e-07
35196038;6.9279e-06
67370551;8.60636e-07
68307364;6.40864e-07
133992521;2.0919e-06
10484735;5.24616e-07
83775295;4.37157e-07
125849599;5.23753e-07
16771572;2.49493e-07
117216038;7.75063e-08
134084317;8.41186e-08
95907263;3.82578e-07
117453184;8.48911e-08
23639134;4.24774e-07
124237312;8.70793e-07
105588013;8.27098e-09
126762465;5.27161e-09
113110775;3.59924e-08
134152640;4.05164e-06
8110095;8.67998e-09
107951378;2.81759e-09
16649472;4.09004e-08
132617855;8.55955e-08
110513061;1.20429e-07
133665224;1.8896e-07
131327474;2.21385e-07
47278262;5.46521e-07
108920573;1.63829e-08
14709168;1.89074e-07
110362548;4.1448e-07
109467403;4.68992e-08
259520;5.37795e-07
114931639;2.94415e-07
19427824;3.18114e-10
133996039;3.19162e-06
127139391;1.27091e-06
73429511;3.61969e-08
10243620;8.73815e-07
9456126;3.57333e-07
77466630;1.00365e-07
115308475;8.54251e-07
24009654;1.88915e-07
133955942;3.81578e-07
132124287;5.60904e-07
52531263;2.11728e-07
1848923;1.20043e-07
119043643;1.4815e-08
65266160;7.23915e-07
9981128;1.88278e-07
55311872;5.64176e-07
113313200;2.06774e-09
134115300;5.08188e-07
132645320;7.92787e-08
10452991;1.84217e-05
26859756;3.31975e-08
125827051;1.76826e-07
97708917;3.881e-08
258080;1.43049e-06
1012226;1.43152e-09
133959460;2.45803e-06
116129791;1.77549e-06
134169592;8.86858e-08
110774564;2.60924e-06
49083001;2.55855e-08
291264;6.36933e-07
16777209;9.2041e-06
884735;6.37433e-07
121610063;7.20416e-07
118457887;1.00888e-07
16752583;5.87148e-07
2096951;1.24826e-06
119538136;6.90831e-07
119864959;1.35948e-07
26967743;6.29412e-09
81415268;2.17863e-07
25034744;4.63516e-07
134171711;2.89575e-07
132494848;1.5469e-06
123974141;2.79486e-07
134217445;4.77035e-07
67355080;1.84188e-07
130277488;1.09977e-07
125566719;4.93032e-07
113283657;1.75486e-07
67104254;5.4009e-07
129485805;1.6826e-07
132136960;3.51846e-06
19360180;2.71283e-07
15700027;5.04439e-09
124104904;1.0461e-06
33292672;1.2491e-06
134213927;1.09799e-06
127782647;1.53422e-07
76559360;1.05909e-07
749055;1.02003e-06
117473572;3.82646e-07
16780727;1.20906e-07
16252927;2.8426e-06
9996599;2.15182e-08
125156061;4.06868e-07
117137840;1.4297e-07
17825796;9.78588e-07
134068167;2.06843e-07
14709127;1.92618e-07
58384239;4.03324e-08
26365222;2.28156e-07
16779328;1.30645e-06
134020665;3.48426e-07
37394;1.31693e-06
65139184;6.48908e-07
83642372;3.45245e-07
133988324;1.11963e-06
29417921;1.37471e-08
134087156;1.52006e-06
100786176;2.11228e-07
128948171;6.48885e-07
790592;7.01829e-07
133149688;8.95583e-07
115005804;2.78759e-07
132378631;6.22943e-06
66977483;2.81599e-07
99614720;1.519e-06
75497511;6.76811e-07
28239;2.68057e-07
58572543;3.06417e-05
29589952;3.89781e-07
134216766;7.6427e-07
67340288;2.49674e-07
134160355;3.46972e-08
133695487;1.7499e-06
130281726;2.69784e-07
52688894;4.0087e-07
124761594;2.30133e-07
177845;1.36335e-09
54386415;6.00146e-07
2059775;3.04399e-06
16741309;4.86261e-09
121889279;3.24795e-07
10506604;7.47569e-09
33455671;2.45334e-07
115047423;1.55672e-07
134214647;2.99334e-06
132362440;2.02984e-06
57669593;3.85532e-07
115240831;2.72238e-07
205310;4.42384e-07
1573120;8.86692e-06
8095262;3.61287e-09
2364050;2.50811e-07
3972614;2.67443e-08
134111103;3.1123e-07
24903899;5.82899e-07
133150408;1.10988e-06
32569468;1.11816e-05
1048961;2.90711e-07
1068032;6.61203e-06
10252219;1.94959e-07
33549814;3.07799e-07
77070846;5.92852e-07
1900540;4.15662e-07
133426662;2.24589e-07
107164048;4.68992e-07
18187971;2.92893e-08
92455360;2.32746e-07
27107023;1.06659e-07
25167872;4.89465e-07
117444111;9.82633e-07
79847872;1.43992e-07
2101312;7.20334e-06
50368383;5.52156e-09
129423798;4.76717e-08
132182015;3.00845e-07
120815615;5.3875e-07
77332987;3.69445e-07
53327871;1.66044e-06
114819104;1.00031e-06
66844911;1.84052e-09
125763007;4.55585e-08
67174696;2.26089e-08
75497470;3.25431e-07
38350006;2.47289e-07
126819555;2.13591e-09
36879;7.87311e-07
64778703;2.74942e-09
52662272;1.33363e-06
34603008;1.16406e-05
17011001;1.77417e-07
19360859;1.82802e-07
117933049;3.17024e-07
8142559;9.08217e-07
68815168;2.55173e-08
123449303;2.45539e-07
17138369;1.15176e-06
112679852;1.22929e-07
17006084;4.02119e-07
117177855;4.6385e-06
53264383;2.72692e-07
133955263;1.50686e-06
19567947;1.27927e-08
1051080;5.04098e-07
50163455;5.76469e-08
9964855;2.16386e-07
102756351;7.02579e-07
124760792;4.04982e-07
16777127;4.53722e-07
100958207;4.66538e-07
132118527;8.13621e-06
4952576;2.44494e-08
1052479;1.64981e-06
2359812;1.23956e-06
1067312;3.87918e-07
46752950;2.53242e-07
92028511;2.40858e-08
258039;2.75883e-06
1638399;2.24137e-06
126337776;5.30115e-08
34153488;7.33027e-08
28888371;7.68019e-09
132641287;6.40978e-07
132380668;1.03158e-06
19392521;2.3904e-08
33390784;1.84847e-07
131989760;2.77737e-07
83852855;1.16157e-06
117700615;4.99871e-07
66887168;1.77308e-06
134119497;2.03184e-07
229895;4.05846e-07
130022391;2.43199e-07
100794816;3.69326e-06
74816;1.00326e-06
132353080;8.59591e-08
33406975;5.21901e-06
19005728;4.33204e-07
54754816;9.94562e-08
14803393;2.07002e-08
121634812;1.12154e-06
1058836;1.38982e-06
57448228;2.21794e-07
5246976;3.46768e-07
16543294;1.83984e-07
259;8.99887e-06
58458404;1.58257e-06
132153151;8.53956e-07
1864640;5.4009e-07
115610116;7.47569e-09
52691136;6.98398e-07
7079744;2.76078e-08
124780542;7.49648e-06
81522166;5.0996e-07
67080184;6.62678e-07
134203888;6.69881e-07
8141839;1.16225e-07
18762020;3.37201e-08
105428058;2.18136e-09
119508593;2.40404e-08
76846847;8.70952e-08
133984127;3.69331e-07
20688;1.31336e-08
119538177;3.84237e-07
131857908;1.53181e-06
16805312;5.94647e-08
98763;3.86055e-07
1842689;1.56978e-06
121893312;4.72218e-07
134213043;2.3979e-07
58726656;5.68062e-09
130186543;3.47654e-09
35913728;8.44562e-06
1866759;3.36133e-07
4463123;1.34063e-09
14827463;2.57446e-08
124778423;5.31365e-07
227776;1.63352e-07
327679;1.2215e-05
29768135;2.75169e-08
37599;1.03438e-05
40746719;3.22341e-07
52951035;2.16266e-06
4193856;8.45207e-07
125809625;6.0828e-07
130245024;1.72116e-06
18569;2.29406e-07
224258;7.46547e-07
134115259;2.20408e-07
130940927;5.84876e-07
110100489;1.17718e-06
132124164;6.64314e-07
101515263;3.24931e-07
16563723;2.39563e-07
131202143;3.60901e-07
16018415;3.63559e-10
118325953;1.88006e-07
102702943;1.40425e-08
50434505;4.36226e-07
62324671;1.82234e-08
14158272;2.0482e-07
128184829;4.088e-07
132611703;6.08508e-08
134142683;3.01186e-06
121610227;6.65995e-08
116652543;4.47973e-07
132546055;4.58698e-07
134217281;2.00938e-05
20241261;2.39427e-07
134192655;4.54018e-07
126075120;7.83516e-07
215103;9.88245e-07
133963739;5.03689e-07
2097115;1.91996e-06
6488064;1.58514e-06
51379712;5.99919e-07
16543335;5.1814e-07
131145;7.4484e-06
14331;1.23853e-06
133971495;8.91448e-07
8141880;3.57197e-08
119290992;8.43003e-09
92208895;3.09162e-07
229175;2.1256e-06
79720504;2.554e-07
7922119;1.16793e-08
65043519;1.62102e-07
66847030;7.36117e-07
6829082;1.06627e-05
16450;3.27885e-07
132431360;5.46498e-07
50134591;9.55025e-07
50097766;2.07002e-08
134213763;6.96671e-08
16776448;5.59836e-07
56602327;5.34205e-08
57503158;2.48788e-07
38347928;8.50275e-08
119910857;2.09047e-08
100466430;2.50856e-07
118350064;1.83825e-08
119377543;7.90515e-08
23892553;1.11905e-05
129630207;3.30044e-07
83783174;4.52859e-07
33554936;1.44601e-06
66911999;1.49639e-05
71164167;4.43088e-09
19968;5.47834e-05
16877071;1.02251e-08
198912;3.37406e-07
54506191;9.67977e-09
2616831;1.18295e-06
37558;8.2094e-07
59013390;4.79444e-09
134215162;4.9712e-06
52199359;2.74487e-07
216502;5.31478e-07
38274050;3.96416e-07
75002339;1.91323e-08
66975323;3.58833e-07
58719661;1.5883e-08
134663;8.44071e-07
9223774;5.68062e-10
128447485;6.81538e-07
497468;3.63559e-10
7896094;1.72623e-07
123740144;1.24065e-08
2364009;8.1301e-08
58572379;5.4937e-06
4468760;2.30678e-07
77496255;1.88158e-06
2130176;6.61678e-07
117674385;2.8494e-08
134135647;1.20809e-06
133167998;8.5641e-08
35993243;1.14044e-07
125828614;5.75469e-07
29591310;1.8746e-08
134086395;4.58094e-06
132544;2.23248e-07
14796316;4.27182e-09
81379327;7.50637e-07
16756739;7.4507e-08
18910783;1.4656e-07
112072619;2.33814e-08
269951;4.01929e-06
132073472;5.78241e-07
72295313;5.45112e-08
130011117;5.48748e-08
52540377;1.76115e-06
116915199;7.96422e-07
33349247;8.151e-07
132890591;1.92686e-07
58687999;1.46387e-06
56922916;4.61925e-07
12607992;1.89755e-07
18108456;1.94277e-08
125812464;1.1134e-08
83623939;9.6391e-07
2885124;2.68011e-07
131332596;2.64221e-06
98084;2.37927e-07
133429501;1.98731e-07
95907181;4.35158e-07
132641246;1.46992e-07
123990847;3.57538e-07
16875672;2.4179e-07
117440552;1.82348e-07
69341192;1.35928e-06
63315056;4.40816e-09
7091738;7.6602e-07
132625096;1.46778e-06
133166599;1.16743e-06
32832124;2.18999e-07
124236633;3.1616e-07
1081343;1.77173e-05
33311743;5.96237e-08
109265150;1.16862e-07
76585549;1.06455e-07
119336767;8.35732e-08
62634460;3.91281e-08
56865785;4.46905e-07
131203583;1.53247e-06
282624;2.58491e-07
133132859;1.32018e-08
55617620;1.90164e-07
75522096;6.88536e-07
114511270;2.98869e-07
5855;3.58681e-06
116883455;1.21879e-06
16271360;6.29071e-07
81265147;1.01542e-06
16760895;3.70672e-07
897;6.79583e-07
132626413;4.00143e-08
14577447;4.04119e-07
98804;1.13051e-06
1832896;1.47946e-07
113467395;9.23668e-08
31748152;3.52698e-07
65023;2.04136e-06
16936959;2.17025e-06
124255745;8.25712e-07
818695;1.35165e-06
133956024;2.58579e-06
117555452;1.8178e-08
26843647;5.82604e-08
71057023;3.88304e-07
8896992;1.12022e-08
33357600;1.30041e-07
134184940;7.55136e-07
123994406;3.58174e-07
57043968;9.236e-07
122414591;3.43791e-08
133281499;4.28478e-07
66952775;8.21644e-08
124621307;1.23951e-07
94261031;6.99511e-07
132354520;2.83917e-06
16522783;2.93317e-06
117370871;2.02957e-07
119968585;1.04414e-06
7091779;1.45537e-07
50069704;9.41164e-08
2373123;5.2139e-07
262915;4.7524e-07
127027494;2.68761e-07
130013997;8.15736e-09
132283399;4.81943e-08
134074360;2.45743e-07
64012276;4.2491e-09
2296;5.55814e-07
133958143;9.49853e-05
13395527;2.3336e-08
66049023;4.97622e-08
115232519;2.16681e-07
10421247;3.8401e-08
117637127;1.45924e-06
48070076;4.0446e-09
131227;3.65514e-07
56734056;1.0007e-07
133988406;5.84104e-07
134056009;6.18051e-08
65011775;3.98188e-07
7350279;8.18009e-09
17039104;2.25439e-06
57012985;7.22233e-07
117458944;2.91777e-06
117702652;4.00976e-06
16774967;9.14579e-08
82016700;1.80007e-07
77590006;2.00435e-07
19239643;9.37977e-06
117473736;9.51935e-07
14911216;7.1803e-09
120822733;3.21114e-07
115572735;7.34844e-07
66885131;4.89465e-07
104741948;2.4154e-08
119304385;1.45197e-08
119307903;9.05127e-07
9474559;9.90858e-07
117444152;1.87642e-06
57596909;1.69555e-07
66978800;4.48087e-08
19830603;6.70313e-07
24905216;5.24641e-06
17001764;3.1182e-07
19212178;5.41931e-08
39845888;1.06046e-05
67092219;3.09025e-07
124098670;2.92438e-08
133166681;2.51924e-07
77294886;8.13555e-07
237569;4.42974e-07
102728248;2.52219e-08
58309723;1.99867e-07
33320;2.59945e-08
3014816;2.37223e-08
65142784;1.29107e-06
134177184;5.76537e-07
2363968;1.32008e-06
132643324;4.35935e-06
106560;7.8647e-07
2397790;1.06341e-07
67372547;1.28689e-06
125795471;3.40837e-10
16773568;1.27809e-05
14683699;2.13137e-08
10226112;6.82606e-07
126230076;1.42697e-08
117694896;7.12304e-07
117427961;1.74736e-08
218;1.76507e-05
117281481;2.45834e-07
15695871;6.99806e-07
33554175;1.21984e-05
117342007;8.09742e-06
9633794;4.53768e-08
120584703;6.65973e-07
131047228;6.29412e-09
8389147;1.25223e-07
16811587;3.1666e-07
134089152;3.74307e-07
133037791;1.24049e-06
14675943;4.44451e-08
120558555;1.60648e-07
10259975;2.34632e-07
47934829;6.81447e-08
83880320;3.98098e-08
110854079;2.84213e-07
1671624;3.0614e-07
95607144;3.57515e-07
12611592;3.94167e-07
16875713;6.85809e-07
14735872;4.36271e-09
133430859;7.75245e-07
107426745;6.57884e-07
2322431;4.51518e-07
132415807;9.48436e-08
131746011;2.51379e-07
4465201;2.74533e-07
124745280;1.93595e-08
31703015;8.90721e-09
109098241;6.40773e-09
83689423;1.79462e-07
52924928;2.64126e-07
41762491;3.70831e-08
130283002;5.82786e-07
3421915;1.82234e-08
134208887;9.62524e-08
134105343;3.40485e-06
33587236;3.62923e-07
101262482;5.9851e-08
24952431;3.34316e-07
133954543;6.3482e-07
12605955;3.04481e-09
18805758;8.18009e-10
64876487;8.51638e-08
115278335;4.67856e-07
134119415;4.7864e-06
134201851;1.93236e-06
4984320;5.72447e-07
33279;0.000235057
154413;2.39222e-07
14913294;2.25861e-08
70124448;7.59839e-08
132251655;1.04876e-06
19660855;2.67239e-07
113426496;4.85352e-08
135424;7.71405e-07
123993727;1.26846e-06
75983356;1.88824e-08
83882439;3.77352e-07
18981184;2.23362e-08
115306479;2.99982e-07
133168759;3.62014e-07
134164470;4.46269e-08
215062;8.35505e-08
67502836;1.96095e-08
121091067;2.59627e-07
115867135;7.29187e-07
134207488;3.79204e-06
196752;7.82153e-07
246004;1.00615e-07
118288654;1.66783e-08
109052384;5.61131e-07
76770809;3.18887e-07
76768690;5.25957e-07
242486;5.15777e-07
74898;5.81377e-06
81769433;1.73759e-07
134215244;6.4884e-07
10252857;1.38834e-07
76808190;4.38862e-06
119508675;3.63923e-07
95869800;1.60171e-07
130187263;1.10074e-06
120847359;2.56809e-07
50087973;1.65874e-09
62971960;6.6395e-08
67168257;4.43542e-08
123736585;1.05114e-07
95852251;9.69113e-08
76297;4.63538e-09
4415;7.90196e-07
2337;5.97987e-07
134058807;5.0053e-07
262195;2.1859e-07
116148224;7.3464e-07
80294553;3.27885e-08
64072884;9.08899e-09
133969417;8.07897e-07
134213125;2.0682e-07
134192696;3.32657e-07
20839936;6.4809e-07
77594203;1.98549e-07
1585670;2.6199e-08
131825526;1.46333e-08
117637168;3.664e-07
83867647;1.6462e-06
57446911;1.49355e-06
133988447;6.5009e-07
7078427;8.01876e-08
786951;3.64125e-06
66950656;3.92758e-07
18487;3.05638e-06
63323619;2.37904e-08
261657;1.56158e-06
75974921;7.20302e-09
134197767;1.6941e-06
33292795;1.00045e-06
105587931;9.28213e-08
80900031;6.05554e-08
1053256;1.57467e-07
95869531;2.49674e-07
83656196;1.06214e-06
16551896;2.41972e-07
38347920;2.58997e-06
9989942;1.29018e-07
130256895;6.70926e-07
119337415;1.6033e-07
196852;3.96325e-07
74660252;6.49862e-08
16022077;8.78616e-06
124518873;3.3218e-07
1051137;1.60057e-06
18874447;2.56855e-07
133917088;1.5322e-06
125302749;7.73927e-08
2105858;1.9046e-07
14795015;1.37698e-08
59666887;5.24889e-09
125825532;2.55878e-07
124630729;3.26665e-06
58859064;4.43088e-09
20981852;6.58951e-10
6829248;1.96095e-08
58458143;3.40473e-07
124776448;1.85354e-06
18883602;1.48719e-07
32267;1.72275e-06
8002951;8.43003e-09
14680320;1.73134e-06
80373010;3.65854e-07
6567435;2.92529e-07
134217476;2.03401e-05
100892679;7.62884e-07
82817472;1.37607e-07
66809270;3.85509e-07
4123;2.13014e-06
66977496;3.39542e-07
19284016;1.69964e-08
133189631;8.10601e-07
14183472;3.33748e-07
103808512;2.9087e-07
7401921;7.27119e-09
126088703;6.62223e-07
81265142;2.87189e-07
16875552;3.27135e-07
83857401;2.9087e-07
121560063;4.18548e-08
33542119;2.84485e-07
104828814;4.20366e-09
130026695;2.18136e-09
195453;7.65974e-08
